"Entity ID","Individual Test Solutions","Remote Testing","Adaptive/IRT","Test Type","Description","Job Levels","Languages","Assessment Length","Fact Sheet Link","Sample Report Link"
"3935","Entry Level Customer Service (General) Solution","Yes","No","C, P","The Precise Fit Entry Level Customer Service Solution (General) is for a wide range of entry-level positions where employees are expected to interact with customers when carrying out critical tasks of the job. This includes positions that require frequent interactions with customers, or positions where customer service is not central to the role, but is still essential for successful performance on the job. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone to provide information; taking orders; solving product or service issues; and responding positively to difficult or irate customers. Report Language Availability: English (USA)","Entry-Level,","English (USA), English International, French (Canada), Italian, Dutch, Norwegian, Finnish, Danish, Latin American Spanish, German, French, Chinese Simplified, Swedish, Arabic,","Approximate Completion Time in minutes = 14","https://service.shl.com/docs/Precise%20Fit_EntryLevel%20CSS%20(Gen)_Fact%20Sheet.pdf","N/A"
"3936","Entry Level Hotel Front Desk Solution","Yes","No","C, P","The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions in which the majority of the work is done at the front or guest check-in desk. Sample tasks may include: welcoming guests warmly, issuing keys to guests, and accepting payment. Report Language Availability: English (USA)","Entry-Level,","French (Canada), Italian, French, Chinese Simplified, Swedish, Arabic, English (USA), English International, Latin American Spanish, German, Dutch, Norwegian, Finnish, Danish,","Approximate Completion Time in minutes = 20","https://service.shl.com/docs/Fact%20Sheet%20-%20SHL%20Entry%20Level%20Hotel%20Front%20Desk%20Solution.pdf","N/A"
"3937","Entry Level Sales Solution","Yes","No","C, P","The Precise Fit Entry Level Sales Roles Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer. Report Language Availability: English (USA)","Entry-Level,","German, Italian, Chinese Simplified, Finnish, Danish, English (USA), English International, Latin American Spanish, French (Canada), French, Dutch, Norwegian, Swedish, Arabic,","Approximate Completion Time in minutes = 20","https://service.shl.com/docs/Precise%20Fit_EntryLevel%20Sales_Fact%20Sheet.pdf","N/A"
"3938","Entry Level Technical Support Solution","Yes","No","P, C","The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a contact center environment. Sample tasks for these jobs include, but are not limited to: answer questions or resolve computer problems for clients in person, via telephone, or electronically, provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and operating systems. Report Language Availability: English (USA)","Entry-Level,","Latin American Spanish, German, Chinese Simplified, Finnish, Danish, English (USA), English International, French (Canada), Italian, French, Dutch, Norwegian, Swedish, Arabic,","Approximate Completion Time in minutes = 18","https://service.shl.com/docs/Precise%20Fit_EntryLevel%20Tech_Fact%20Sheet.pdf","N/A"
"4065","ETL Testing (New)","Yes","No","K","Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing and tools required for testing.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 9","https://service.shl.com/docs/ETL%20Testing%20(New).pdf","N/A"
"743","Executive Scenarios","Yes","No","B","Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Executive Scenarios Narrative Report: A participant focused report that contains; - Executive Scenarios profile - VERY detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Development tips for each of the 6 style scales; Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support. Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Director, Executive, Manager,","Italian, English (USA), English International, Korean,","Approximate Completion Time in minutes = Untimed","https://service.shl.com/docs/Executive%20Scenarios%20Fact%20Sheet.pdf","N/A"
"3849","Executive Scenarios Narrative Report","Yes","No","B","Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Executive Scenarios Narrative Report: A participant focused report that contains; - Executive Scenarios profile - VERY detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Development tips for each of the 6 style scales; Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support. Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Director, Executive, Manager,","N/A","N/A","N/A","https://service.shl.com/docs/Executive%20Scenarios%20Narrative%20Report%20English%20International.pdf"
"3899","Executive Scenarios Profile Report","Yes","No","B","Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Executive Scenarios Narrative Report: A participant focused report that contains; - Executive Scenarios profile - VERY detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Development tips for each of the 6 style scales; Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support. Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Director, Executive, Manager,","N/A","N/A","N/A","https://service.shl.com/docs/Executive%20Scenarios%20-%20Profile%20English%20International.pdf"
"4127","ExpressJS (New)","Yes","No","K","Multi-choice test that measures the knowledge of routing, error handling, security, middleware and performance & reliability in ExpressJS.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/ExpressJS%20(New).pdf","N/A"
"380","Filing - Names (R1)","Yes","No","K","This test measures ability to sort names in alphabetical order. Test takers are shown a graphical display of four folder tabs -- three contain alphabetized names and one is blank. The test taker is required to select the name from a list that belongs on the blank tab.","Entry-Level,","English (USA),","Approximate Completion Time in minutes = 3","https://service.shl.com/docs/Fact%20Sheet_Filing_Names.pdf","N/A"
"381","Filing - Numbers","Yes","No","K","This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is blank, and all are sorted in numeric order. The test taker is required to select the number from a list that belongs on the blank tab.","Entry-Level,","English (USA),","Approximate Completion Time in minutes = 3","https://service.shl.com/docs/Fact%20Sheet_Filing_Numbers.pdf","N/A"
"3992","Financial Accounting (New)","Yes","No","K","Multi-choice test that measures the ability to post journal entries, classify items into assets and liabilities, analyze financial statements and calculate financial ratios.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Approximate Completion Time in minutes = 9","https://service.shl.com/docs/Financial%20Accounting%20(New).pdf","N/A"
"4083","Financial and Banking Services (New)","Yes","No","K","Multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of Macroeconomics.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Approximate Completion Time in minutes = 9","https://service.shl.com/docs/Financial%20and%20Banking%20Services%20(New).pdf","https://service.shl.com/docs/Financial%20and%20Banking%20Services%20(New)%20Sample%20Report.pdf"
"4067","Fire Engineering (New)","Yes","No","K","Multi-choice test that measures the knowledge of fire engineering principles, basic workplace safety and safety management.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 10","https://service.shl.com/docs/Fire%20Engineering%20(New).pdf","N/A"
"382","Following Instructions v1 - UK (R1)","Yes","No","K","This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English International,","Approximate Completion Time in minutes = 8","https://service.shl.com/docs/Fact%20Sheet_Following_Instructions_UKE.pdf","N/A"
"383","Following Instructions v1 - US (R2)","Yes","No","K","This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 8","https://service.shl.com/docs/Fact%20Sheet_Following_Instructions.pdf","N/A"
"4090","Food and Beverage Services (New)","Yes","No","K","Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/Food%20and%20Beverage%20Services%20(New).pdf","N/A"
"4071","Food Science (New)","Yes","No","K","Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 6","https://service.shl.com/docs/Food%20Science%20(New).pdf","N/A"
"4072","Front Office Management (New)","Yes","No","K","Multi-choice test that measures the knowledge of front office operations.","Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/Front%20Office%20Management%20(New).pdf","N/A"
"4113","Fundamentals of Chemistry (New)","Yes","No","K","Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 8","https://service.shl.com/docs/Fundamentals%20of%20Chemistry%20(New).pdf","N/A"
"4043","Fundamentals of Physics (New)","Yes","No","K","Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 8","https://service.shl.com/docs/Fundamentals%20of%20Physics%20(New).pdf","N/A"
"4048","General Diseases (New)","Yes","No","K","Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 5","https://service.shl.com/docs/General%20Diseases%20(New).pdf","N/A"
"4125","Geoinformatics Engineering (New)","Yes","No","K","Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering.","Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Graduate,","English (USA),","Approximate Completion Time in minutes = 10","https://service.shl.com/docs/Geoinformatics%20Engineering%20(New).pdf","https://service.shl.com/docs/SHL%20Geoinformatics%20Engineering%20(New)%20Sample%20Report.pdf"
"4066","Geoscience Engineering (New)","Yes","No","K","Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.","Mid-Professional, Professional Individual Contributor, Graduate,","English (USA),","Approximate Completion Time in minutes = 8","https://service.shl.com/docs/Geoscience%20Engineering%20(New).pdf","https://service.shl.com/docs/SHL%20Geoscience%20Engineering%20(New)%20Sample%20Report.pdf"
"4078","GIT (New)","Yes","No","K","Multi-choice test that measures the knowledge of how to use GIT for version control.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 13","https://service.shl.com/docs/GIT%20(New).pdf","N/A"
"4301","Global Skills Assessment","Yes","No","C, K","The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today.","N/A","Indonesian, Italian, Swedish, Thai, Portuguese (Brazil), French (Canada), Chinese Simplified, Danish, Finnish, French, German, English International, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Romanian, Spanish, Vietnamese, Chinese Traditional, Arabic, English (USA), Dutch, Portuguese, Turkish,","Approximate Completion Time in minutes = 16","https://service.shl.com/docs/GSA%20Product%20Fact%20Sheet%20USE.pdf","N/A"
"741","Graduate Scenarios","Yes","No","B","Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Graduate Scenarios Narrative Report: A participant focused report that contains; - Graduate Scenarios profile - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Manager, Mid-Professional, Professional Individual Contributor, Graduate,","English International,","Approximate Completion Time in minutes = Untimed","https://service.shl.com/docs/Graduate%20Scenarios%20Fact%20Sheet.pdf","N/A"
"3900","Graduate Scenarios Narrative Report","Yes","No","B","Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Graduate Scenarios Narrative Report: A participant focused report that contains; - Graduate Scenarios profile - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Mid-Professional, Professional Individual Contributor, Manager, Graduate,","N/A","N/A","N/A","https://service.shl.com/docs/Graduate%20Scenarios%20Narrative%20Report%20Std%20v2.0%20English%20International.pdf"
"3901","Graduate Scenarios Profile Report","Yes","No","B","Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Graduate Scenarios Narrative Report: A participant focused report that contains; - Graduate Scenarios profile - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","N/A","N/A","N/A","https://service.shl.com/docs/Graduate%20Scenarios%20Profile%20Std%20v2.0%20English%20International.pdf"
"4074","Hibernate (New)","Yes","No","K","Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 5","https://service.shl.com/docs/Hibernate%20(New).pdf","N/A"
"331","HIPAA (Security)","Yes","Yes","K","The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security and Electronic Signatures, this test covers the following topics: Computer Mechanisms, Computer Models, General Knowledge, Implementation, Medical Records, Organization, Security Basics, and Setup.","Front Line Manager, Manager,","English (USA),","Approximate Completion Time in minutes = 15 to 35","https://service.shl.com/docs/BB_Fact_Sheet_HIPAA_Security.pdf","N/A"
"3845","HiPo Assessment Report 1.0","Yes","No","C, P","Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This version is used in regions where normed data for Verify Gen 1 and UCF 1 continue to provide the most relevant benchmarks, offering organizations proven insights for high-potential identification and talent development.","N/A","N/A","N/A","N/A","https://service.shl.com/docs/High-Potential%20Assessment%20Report%20Std%20v2.0%20English%20International.pdf"
"4284","HiPo Assessment Report 2.0","Yes","No","C, P","Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This report equips organizations with data-driven insights for identifying and developing future leaders, helping to ensure long-term organizational success.","N/A","N/A","N/A","N/A","https://service.shl.com/docs/High-Potential%20Assessment%20Report%202.0%20International%20English%20(2).pdf"
"4285","HiPo Unlocking Potential Report 2.0","Yes","No","C","This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it provides a detailed analysis of managerial and leadership potential.","N/A","N/A","N/A","N/A","https://service.shl.com/docs/Unlocking%20Potential%20Report%202.0%20International%20English.pdf"
"4076","Housekeeping (New)","Yes","No","K","Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks.","Entry-Level, Front Line Manager, Supervisor,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/Housekeeping%20(New).pdf","N/A"
"4080","HTML/CSS (New)","Yes","No","K","Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 12","https://service.shl.com/docs/HTML_CSS%20(New).pdf","N/A"
"4081","HTML5 (New)","Yes","No","K","Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 11","https://service.shl.com/docs/HTML5%20(New).pdf","N/A"
"3999","Human Resources (New)","Yes","No","K","Multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of Human Resources Management like planning, training and development, performance appraisal, compensation management, etc. It also evaluates the candidate’s understanding of organizational behavior in different organizational structures.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Approximate Completion Time in minutes = 8","https://service.shl.com/docs/Human%20Resources%20(New).pdf","N/A"
"4169","IBM DataStage (New)","Yes","No","K","Multi-choice test that measures the knowledge on the concepts of Data Warehouse fundamentals, DataStage fundamentals, DataStage stages and, DataStage Designer & Director.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 15","https://service.shl.com/docs/IBM%20DataStage%20(New).pdf","N/A"
"4155","IBM Sterling Order Management System (New)","Yes","No","K","Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory reservations, etc.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 13","https://service.shl.com/docs/IBM%20Sterling%20Order%20Management%20System%20(New).pdf","N/A"
"4005","Industrial Engineering (New)","Yes","No","K","Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 9","https://service.shl.com/docs/Industrial%20Engineering%20(New).pdf","https://service.shl.com/docs/SHL%20Industrial%20Engineering%20(New)%20Sample%20Report.pdf"
"4054","Informatica (Architecture) (New)","Yes","No","K","Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 10","https://service.shl.com/docs/Informatica%20(Architecture)%20(New).pdf","https://service.shl.com/docs/SHL%20Informatica%20(Architecture)%20(New)%20Sample%20Report.pdf"
"4055","Informatica (Developer) (New)","Yes","No","K","Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 11","https://service.shl.com/docs/Informatica%20(Developer)%20(New).pdf","N/A"
"4007","Instrumentation Engineering (New)","Yes","No","K","Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 12","https://service.shl.com/docs/Instrumentation%20Engineering%20(New).pdf","https://service.shl.com/docs/SHL%20Instrumentation%20Engineering%20(New)%20Sample%20Report.pdf"
"249","Interpersonal Communications","Yes","Yes","K","This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage conflicts. It is designed for all professionals and covers the following topics: Communication and Perception, Group Communication and Teamwork, Intercultural Communication, Interpersonal Communication, Interviewing and Communication, Intrapersonal Communication, Listening, Nonverbal Communication, Technology in Communication, Verbal Communication, and Language.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 15 to 35","https://service.shl.com/docs/BB_Fact_Sheet_InterpersonalCommunications.pdf","N/A"
"333","Interviewing and Hiring Concepts (U.S.)","Yes","Yes","K","The Interviewing and Hiring Concepts (U.S.) test measures knowledge of the interviewing and hiring process. Designed for all employees and hiring managers, this test covers the following topics: Behavior Traits, Behavioral Interviewing, Candidate Fit, Interview Quality Control, Job Analysis, Legal Compliance, Probing Skills, Screening, Situational Interviews, and Types of Interviews.","Front Line Manager, Manager,","English (USA),","Approximate Completion Time in minutes = 15 to 35","https://service.shl.com/docs/BB_Fact_Sheet_InterviewingandHiringConceptsUS.pdf","N/A"
"4102","iOS Development (New)","Yes","No","K","Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 7","https://service.shl.com/docs/iOS%20Development%20(New).pdf","N/A"
"4040","ITIL (IT Infrastructure Library) (New)","Yes","No","K","Multi-choice test that measures the knowledge of capacity management, change management and problem management.","Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Approximate Completion Time in minutes = 8","https://service.shl.com/docs/ITIL%20(Information%20Technology%20Infrastructure%20Library)%20(New).pdf","N/A"
"88","Java 2 Platform Enterprise Edition 1.4 Fundamental","Yes","Yes","K","The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this test covers the following topics: Business Component Development, J2EE 1.4 Architecture, JAX 1.2, JDBC 3.0, Supporting API, Web Component Development, and Web Service Development.","Entry-Level, Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 30","https://service.shl.com/docs/BB_Fact_Sheet_J2EE1.4%20Fundamentals.pdf","N/A"
"4084","Java 8 (New)","Yes","No","K","Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 18","https://service.shl.com/docs/Java%208%20(New).pdf","N/A"
"4158","Java Design Patterns (New)","Yes","No","K","Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 5","https://service.shl.com/docs/Java%20Design%20Patterns%20(New).pdf","N/A"
"4056","Java Frameworks (New)","Yes","No","K","Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 17","https://service.shl.com/docs/Java%20Frameworks%20(New).pdf","N/A"
"3809","Java Platform Enterprise Edition 7 (Java EE 7)","Yes","Yes","K","The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this test includes the following topics: Commonly-Used APIs, Component Technology, Database Access, JEE Application Architecture, JSP Extensions, Resource Management, Web Services, Webapp Control and View Technologies, and Webapp Technology.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 30","N/A","N/A"
"4033","Java Web Services (New)","Yes","No","K","Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 8","https://service.shl.com/docs/Java%20Web%20Services%20(New).pdf","N/A"
"3989","JavaScript (New)","Yes","No","K","Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 9","https://service.shl.com/docs/JavaScript%20(New).pdf","N/A"
"4086","Jenkins (New)","Yes","No","K","Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 6","https://service.shl.com/docs/Jenkins%20(New).pdf","N/A"
"4085","Job Control Language (New)","Yes","No","K","Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 10","https://service.shl.com/docs/Job%20Control%20Language%20(New).pdf","N/A"
"4087","jQuery (New)","Yes","No","K","Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 10","https://service.shl.com/docs/jQuery%20(New).pdf","N/A"
"4152","Kubernetes (New)","Yes","No","K","Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 6","https://service.shl.com/docs/Kubernetes%20(New).pdf","N/A"
"3990","Linux Administration (New)","Yes","No","K","Multi-choice test that measures knowledge of the Linux operating system and its application in system administration and network administration.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 10","https://service.shl.com/docs/Linux%20Administration%20(New).pdf","N/A"
"4299","Linux Operating System","Yes","No","K","Multi-choice test that measures the knowledge of Linux system, command line, filesystem, memory management, and process management.","Entry-Level, General Population, Graduate, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 15","https://service.shl.com/docs/Linux%20Operating%20System%20-%20Technical%20Manual%20Supplement.pdf","https://service.shl.com/docs/Linux%20Operating%20System%20US%20English.pdf"
"205","Linux Programming (General)","Yes","Yes","K","The Linux Programming (General) test measures knowledge of programming in a Linux environment. Designed for experienced programmers, this test covers the following topics: AutoConf/AutoMake, Makefiles, C Programming, C++, Debugging Programs, Linux Programming Concepts, Platform Independence, Revision Control, RPC/CORBA, and X Programming.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 25","https://service.shl.com/docs/BB_Fact_Sheet_LinuxProgrammingGeneral.pdf","N/A"
"4170","Load Runner (New)","Yes","No","K","Multi-choice test that measures the knowledge on the concepts of Load Runner architecture & installation, virtual user generator (VUGEN), controller, monitoring scenario and result analysis.","Mid-Professional, Professional Individual Contributor,","English (USA),","Approximate Completion Time in minutes = 6","https://service.shl.com/docs/LoadRunner%20(New).pdf","N/A"
